data,infected_Agrigento,infected_Alessandria,infected_Ancona,infected_Aosta,infected_Arezzo,infected_Ascoli_Piceno,infected_Asti,infected_Avellino,infected_Bari,infected_Barletta-Andria-Trani,infected_Belluno,infected_Benevento,infected_Bergamo,infected_Biella,infected_Bologna,infected_Bolzano,infected_Brescia,infected_Brindisi,infected_Cagliari,infected_Caltanissetta,infected_Campobasso,infected_Caserta,infected_Catania,infected_Catanzaro,infected_Chieti,infected_Como,infected_Cosenza,infected_Cremona,infected_Crotone,infected_Cuneo,infected_Enna,infected_Fermo,infected_Ferrara,infected_Firenze,infected_Foggia,infected_Forlì-Cesena,infected_Frosinone,infected_Genova,infected_Gorizia,infected_Grosseto,infected_Imperia,infected_Isernia,infected_L'Aquila,infected_La_Spezia,infected_Latina,infected_Lecce,infected_Lecco,infected_Livorno,infected_Lodi,infected_Lucca,infected_Macerata,infected_Mantova,infected_Massa_Carrara,infected_Matera,infected_Messina,infected_Milano,infected_Modena,infected_Monza_e_della_Brianza,infected_Napoli,infected_Novara,infected_Nuoro,infected_Oristano,infected_Padova,infected_Palermo,infected_Parma,infected_Pavia,infected_Perugia,infected_Pesaro_e_Urbino,infected_Pescara,infected_Piacenza,infected_Pisa,infected_Pistoia,infected_Pordenone,infected_Potenza,infected_Prato,infected_Ragusa,infected_Ravenna,infected_Reggio_nell'Emilia,infected_Rieti,infected_Rimini,infected_Roma,infected_Rovigo,infected_Salerno,infected_Sassari,infected_Savona,infected_Siena,infected_Siracusa,infected_Sondrio,infected_Sud_Sardegna,infected_Taranto,infected_Teramo,infected_Terni,infected_Torino,infected_Trapani,infected_Trento,infected_Treviso,infected_Trieste,infected_Udine,infected_Varese,infected_Venezia,infected_Verbano-Cusio-Ossola,infected_Vercelli,infected_Verona,infected_Vibo_Valentia,infected_Vicenza,infected_Viterbo
2020-02-24 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,8,3,3,0,0,0,0,30,3,4,27,0,0,0,18,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,0,7,0,0,0,0,0,0
2020-02-26 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,128,0,0,0,0,0,0,8,8,4,0,0,0,0,40,3,8,27,0,1,0,28,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,3,0,0,0,0,3,0,0,2,0,0,0,8,0,0,0,0,0,0
2020-02-27 18:00:00,0,0,0,0,0,0,0,0,1,0,0,0,72,0,0,1,10,0,0,0,0,0,1,0,0,0,0,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,159,0,0,0,0,0,0,15,18,5,3,0,0,0,59,3,10,36,0,3,0,63,0,1,0,0,0,0,0,0,0,6,3,0,0,0,18,0,0,3,0,0,1,0,2,0,0,22,0,0,0,14,0,0,0,0,3,0
2020-02-28 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,1,13,0,0,0,0,0,1,0,0,0,1,123,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,182,0,0,0,0,0,0,29,18,6,4,0,0,0,68,3,27,49,0,6,0,89,0,1,0,0,0,0,1,1,0,9,3,0,0,0,18,0,0,3,0,3,1,0,11,0,0,23,0,0,3,15,0,0,0,0,3,0
2020-02-29 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,110,0,2,1,14,0,0,0,0,0,1,0,0,1,1,136,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,237,1,0,1,1,0,0,30,22,6,13,0,0,0,81,3,35,55,0,11,0,138,0,1,0,0,0,0,1,4,0,15,6,0,0,0,41,3,0,3,0,3,2,0,11,0,0,35,0,0,4,19,0,0,0,0,3,0
2020-03-01 17:00:00,0,0,1,0,0,0,0,0,0,0,0,0,209,0,2,1,49,0,0,0,0,0,1,0,0,2,1,214,0,0,0,0,0,5,0,1,0,1,0,0,1,0,0,1,0,0,2,0,344,1,0,4,3,0,0,46,24,6,17,0,0,0,105,3,59,78,2,24,0,174,0,1,0,0,0,0,2,7,0,16,6,0,0,0,19,3,0,3,0,3,5,0,49,0,0,43,6,0,4,24,0,0,2,0,3,0
2020-03-02 17:00:00,0,0,2,0,1,0,37,0,1,0,3,0,243,0,3,1,60,0,0,0,0,0,1,0,0,2,1,223,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,1,0,0,3,0,384,1,0,5,3,0,0,58,29,8,17,3,0,0,135,3,61,83,1,33,0,212,0,1,0,0,0,0,2,8,0,19,7,0,0,0,16,3,0,3,0,3,5,1,6,0,0,72,9,0,4,48,4,1,8,0,3,0
2020-03-03 17:00:00,0,1,5,0,2,0,40,0,2,0,5,0,372,0,6,1,86,0,1,0,3,0,1,0,0,4,1,287,0,0,0,0,0,7,1,1,0,1,3,0,2,0,1,1,0,0,4,0,482,3,1,15,3,0,0,93,33,9,30,3,0,0,144,3,84,122,1,55,1,256,0,1,0,1,0,0,2,14,0,24,14,1,0,0,20,3,0,3,0,3,3,1,7,0,4,82,2,8,7,48,4,1,17,0,5,0
2020-03-04 17:00:00,0,16,9,0,2,0,41,0,2,1,7,0,423,0,11,1,127,0,2,0,3,0,1,0,0,5,1,333,0,0,0,1,0,12,2,2,1,1,5,0,2,0,1,1,0,1,5,3,559,3,2,22,4,0,0,145,41,11,17,3,0,0,162,3,115,126,6,72,1,319,2,1,0,1,1,0,2,20,0,33,29,4,0,0,19,10,0,4,0,3,3,3,11,0,5,86,5,8,11,59,5,3,21,0,10,0
2020-03-05 17:00:00,0,22,19,2,5,0,43,0,2,1,7,0,537,2,19,1,155,0,2,0,7,0,1,1,2,11,1,406,0,0,0,3,0,20,7,4,1,1,5,2,2,0,1,1,0,1,8,3,658,6,2,26,6,0,0,197,45,19,17,3,0,0,175,3,150,151,6,100,1,378,5,1,0,1,1,0,3,31,0,68,42,5,0,0,20,12,0,4,0,3,4,3,19,0,7,89,5,11,17,73,5,8,25,0,19,0
2020-03-06 18:00:00,0,32,23,7,7,0,47,0,3,1,7,0,623,3,41,4,182,0,3,0,12,0,15,2,3,11,1,452,0,1,1,3,1,23,7,3,1,9,6,2,3,0,1,1,2,3,11,5,739,8,7,32,10,1,0,267,73,20,17,4,2,0,198,5,181,180,10,126,1,426,8,1,0,2,1,1,8,44,0,93,49,5,0,0,15,14,2,4,0,3,4,6,34,0,10,103,7,18,23,85,9,7,42,0,24,2
2020-03-07 18:00:00,1,40,38,8,8,0,50,0,5,2,11,0,761,6,49,9,413,3,3,0,14,0,23,2,4,23,1,562,0,1,0,3,2,27,9,7,1,15,6,2,7,0,1,5,2,4,35,6,811,15,7,46,16,1,2,361,82,61,17,5,2,0,216,6,229,221,15,159,2,479,11,6,2,2,3,1,10,48,0,104,71,5,0,0,19,19,2,6,0,3,4,9,55,0,14,110,11,23,27,100,10,10,52,0,37,2
2020-03-08 18:00:00,1,60,54,9,9,0,58,3,5,3,23,4,997,19,62,9,501,3,9,0,14,28,23,2,4,27,1,665,0,5,0,5,6,39,16,15,2,25,6,4,10,0,1,11,6,10,53,10,853,26,9,56,21,2,2,406,97,59,45,13,2,0,255,6,276,243,15,204,8,528,17,13,2,2,3,1,13,70,0,113,77,5,15,0,25,24,2,6,0,3,4,11,89,0,23,126,25,24,32,126,13,15,63,0,50,2
2020-03-09 18:00:00,1,63,63,15,12,0,58,3,6,3,29,4,1245,18,80,9,739,5,14,0,14,32,23,3,7,40,4,916,0,11,0,5,7,51,23,16,2,38,6,6,11,0,5,15,6,10,66,10,928,31,9,102,28,3,2,506,116,64,55,14,3,1,273,6,279,296,12,246,14,602,20,16,2,2,5,1,19,103,0,164,91,7,17,1,35,29,2,7,0,3,4,16,87,0,33,136,25,24,44,130,11,11,73,2,53,2
2020-03-10 18:00:00,11,65,81,17,13,0,58,3,15,3,29,4,1472,20,86,38,790,5,15,0,15,34,35,3,9,46,6,957,0,14,1,6,8,61,23,20,6,42,10,10,15,0,6,15,11,10,89,14,963,37,11,119,37,3,2,592,127,65,61,22,3,1,296,10,325,324,13,296,18,633,31,21,4,4,7,1,24,104,1,206,76,10,17,1,38,33,2,7,0,3,5,24,111,0,52,158,53,26,50,152,11,18,96,1,73,5
2020-03-11 17:00:00,16,105,110,20,14,1,68,7,18,4,30,2,1815,36,108,75,1351,15,15,0,16,26,41,2,9,77,5,1061,1,17,1,8,12,71,24,24,8,63,12,12,18,0,6,19,11,12,113,16,1035,43,17,137,40,3,4,925,163,85,96,27,18,2,373,15,378,403,26,342,18,664,34,32,13,5,21,1,31,114,3,245,99,14,17,2,42,37,3,13,0,4,5,18,159,2,77,185,57,44,75,179,13,24,110,5,92,10
2020-03-12 17:00:00,17,132,142,27,14,1,69,12,25,6,48,3,2136,39,122,104,1598,16,11,2,16,29,49,3,20,98,8,1302,6,24,1,11,17,86,33,33,18,92,12,16,32,0,8,26,11,18,199,16,1123,49,32,169,40,3,9,1146,190,130,109,32,18,2,439,26,430,468,37,403,48,679,34,43,13,5,25,2,41,123,2,312,162,13,18,4,52,41,5,23,4,6,8,25,187,4,107,279,57,44,98,205,18,25,150,5,122,5
2020-03-13 17:00:00,17,136,158,28,16,2,70,14,38,10,59,3,2368,48,155,125,1784,20,15,2,17,38,49,3,23,118,10,1344,7,40,1,16,24,101,34,49,28,128,20,16,41,0,9,37,15,19,237,27,1133,79,48,187,65,3,9,1307,251,143,140,48,18,2,523,26,518,482,47,496,48,710,51,48,31,7,26,2,55,138,3,363,218,16,20,4,62,41,5,23,4,8,9,29,305,4,163,327,131,75,125,248,29,29,210,5,141,10
2020-03-14 17:00:00,17,182,215,42,27,7,87,19,42,17,78,3,2864,48,195,173,2122,23,16,2,17,41,49,5,25,154,15,1565,5,47,1,22,29,132,52,62,28,231,20,31,64,0,13,52,20,24,287,40,1276,96,58,261,88,3,9,1551,306,224,171,48,18,2,611,26,570,622,47,591,65,853,62,63,45,7,33,2,78,153,3,398,288,27,31,6,87,58,5,45,5,8,9,29,305,4,206,376,148,88,158,282,36,31,275,17,164,13
2020-03-15 17:00:00,20,207,267,57,41,14,87,37,58,22,82,4,3416,50,230,204,2473,40,18,2,17,45,91,6,30,184,17,1792,17,61,2,36,34,162,62,78,34,274,31,38,78,0,15,60,23,38,344,50,1320,130,94,339,108,4,10,1750,367,327,188,71,19,2,658,33,662,722,86,712,82,1012,71,79,42,7,42,4,100,185,4,425,354,27,49,35,96,60,15,45,3,10,10,57,359,11,378,413,140,129,184,328,50,84,335,6,235,15
2020-03-16 17:00:00,22,273,323,105,43,21,87,49,58,22,101,4,3760,67,291,241,2918,40,24,4,21,60,96,6,38,220,17,1881,17,91,5,36,44,186,62,103,44,274,16,50,78,0,18,60,23,38,386,53,1362,138,117,382,117,4,11,1983,440,346,219,109,19,2,715,37,707,801,104,733,101,1073,78,90,54,8,45,4,114,241,11,509,412,27,57,57,96,66,21,46,5,10,19,60,542,13,378,452,164,152,202,356,58,99,425,6,287,27
2020-03-17 17:00:00,22,323,356,136,71,23,90,56,95,23,109,4,3993,96,333,291,3300,52,27,4,25,65,108,14,41,256,27,2073,21,119,8,36,58,214,91,144,49,330,18,60,76,0,19,65,23,62,440,59,1418,179,128,465,143,4,16,2326,460,376,258,150,20,2,781,40,800,884,129,812,138,1204,101,100,54,16,53,4,124,299,12,509,486,28,65,63,100,73,21,74,5,17,31,63,749,14,385,502,177,145,234,378,76,113,481,6,325,31
2020-03-18 17:00:00,24,374,403,165,142,25,101,56,112,23,140,4,4305,109,395,376,3784,65,32,6,24,65,131,20,44,286,31,2167,23,149,8,46,64,295,91,171,54,378,25,68,101,1,20,83,23,65,466,62,1445,205,160,514,176,5,16,2644,575,401,258,190,20,3,882,47,800,978,164,910,160,1340,124,122,76,22,59,6,153,414,12,613,590,33,65,74,126,77,28,75,5,19,39,74,1042,16,455,591,180,181,265,426,89,131,626,8,393,39
2020-03-19 17:00:00,27,374,447,215,113,27,101,88,137,26,150,8,4645,109,465,436,4247,75,41,12,33,94,151,27,69,338,38,2286,39,149,21,68,78,349,134,227,48,488,28,89,117,4,25,88,23,71,530,62,1528,230,186,636,200,7,16,3278,663,495,358,190,21,3,924,52,869,1011,236,983,223,1428,146,145,97,30,70,7,185,608,18,691,678,52,92,134,131,78,33,155,7,23,68,84,1042,21,523,637,208,266,310,475,89,131,686,8,424,50
2020-03-20 17:00:00,31,595,513,264,124,43,151,97,165,30,195,8,5154,175,552,548,4648,84,43,18,39,96,162,34,80,380,45,2392,45,221,25,80,102,401,163,250,52,527,30,97,145,4,29,90,115,88,676,117,1597,249,215,723,232,9,39,3804,767,816,416,293,22,4,1026,59,979,1105,280,1099,259,1575,180,171,114,43,94,7,213,773,18,757,755,67,115,216,162,128,40,163,8,33,81,97,1556,27,642,719,216,296,338,574,142,203,784,8,518,63
2020-03-21 17:00:00,36,654,564,313,136,50,166,124,194,32,212,11,5869,182,610,621,5028,94,45,27,49,106,189,38,91,452,50,2733,50,265,27,82,123,451,190,269,59,561,38,106,155,4,31,94,136,103,818,120,1693,307,238,842,256,8,70,4672,906,1084,463,330,22,4,1155,63,1014,1194,329,1186,302,1693,211,181,144,58,111,8,287,977,24,826,893,68,126,251,173,133,43,179,8,35,105,115,1680,27,782,806,270,338,359,666,149,210,954,11,572,72
2020-03-22 17:00:00,41,760,676,364,154,56,181,132,231,49,226,13,6216,243,674,678,5317,100,52,27,53,116,234,45,102,512,63,2895,61,303,34,113,150,514,212,329,78,677,44,120,168,4,38,99,146,120,872,130,1772,356,293,905,281,16,112,5096,1010,1108,504,398,22,4,1277,92,1209,1306,376,1249,334,1765,234,215,165,65,129,9,309,1167,24,942,1049,76,157,253,175,144,49,205,8,41,113,128,1989,32,954,935,297,361,386,732,159,242,1046,14,631,82
2020-03-23 17:00:00,45,817,702,393,201,61,209,145,268,59,254,13,6471,253,833,724,5905,102,61,29,54,124,274,46,129,581,68,2925,62,367,44,133,172,548,226,380,82,689,55,128,160,4,40,110,159,149,934,140,1817,363,326,985,289,18,120,5326,1155,1130,543,420,22,7,1371,109,1364,1444,424,1312,370,1885,266,229,170,72,137,9,342,1369,31,1035,1171,80,179,260,185,160,49,208,9,46,124,134,2198,42,1023,999,320,385,421,799,190,263,1099,20,691,93
2020-03-24 17:00:00,47,946,751,400,211,64,235,155,304,62,273,14,6728,280,968,781,6298,103,64,40,60,152,286,49,133,635,84,3061,66,409,63,139,190,622,255,437,97,696,57,140,186,4,47,104,182,161,1015,162,1860,387,368,1093,314,25,139,5701,1354,1454,588,471,26,7,1464,170,1435,1499,472,1371,369,1981,285,243,201,67,159,9,368,1437,33,1084,1287,82,182,309,204,176,49,253,15,51,140,155,2496,43,1110,1091,329,405,450,837,229,290,1228,21,744,121
2020-03-25 17:00:00,50,946,820,401,229,80,261,172,336,65,298,14,7072,327,1107,858,6597,116,74,45,60,165,308,51,146,706,99,3156,71,441,90,160,204,709,277,454,106,782,65,147,177,4,60,137,198,164,1076,179,1884,436,395,1176,330,36,174,6074,1533,1587,626,517,26,7,1636,193,1525,1578,523,1432,412,2122,317,254,277,70,178,22,387,1586,39,1136,1428,87,220,318,210,193,64,284,17,56,195,163,2813,48,1222,1177,355,431,468,874,247,308,1304,23,824,122
2020-03-26 17:00:00,55,980,869,408,249,111,282,180,387,85,313,14,7458,336,1253,906,6931,122,83,50,85,177,346,53,175,762,107,3370,80,487,133,204,212,764,305,513,156,762,75,174,211,9,64,149,206,177,1159,204,1968,481,405,1250,334,48,221,6922,1676,1750,665,577,52,7,1777,205,1611,1685,600,1474,445,2213,350,264,295,86,189,28,451,1698,41,1189,1567,110,244,331,209,216,77,325,21,74,262,178,3108,49,1297,1254,385,460,502,920,255,336,1402,28,899,122
2020-03-27 17:00:00,58,1106,905,452,249,118,303,182,444,92,329,15,8060,367,1413,1003,7305,125,83,55,91,179,365,115,189,816,128,3496,80,518,155,233,244,764,325,580,191,817,79,174,214,9,75,213,212,215,1210,204,2006,481,411,1398,334,53,227,7469,1772,1948,734,609,52,9,1891,218,1690,1712,658,1475,476,2276,350,264,332,98,189,32,488,1861,43,1264,1703,122,244,336,223,216,79,362,50,78,277,195,3361,61,1391,1310,411,487,711,955,288,358,1645,29,966,124
2020-03-28 17:00:00,58,1197,944,511,272,163,318,193,469,96,367,21,8349,399,1586,1109,7678,148,97,57,97,186,387,118,229,903,154,3605,87,558,168,241,281,855,355,612,232,879,85,234,236,13,88,234,215,239,1316,220,2029,618,457,1484,470,76,279,7783,1922,2086,827,657,56,9,2009,232,1752,1877,729,1507,512,2390,398,298,362,106,217,32,521,1996,62,1323,1839,122,307,407,219,235,84,388,55,93,304,213,3658,62,1505,1359,452,530,768,1019,308,397,1754,39,1036,144
2020-03-29 17:00:00,78,1255,1019,584,284,179,328,208,518,98,396,21,8527,439,1743,1214,8013,152,102,68,108,197,407,123,266,1014,171,3762,90,591,192,246,300,957,377,642,252,1026,91,245,234,9,101,233,239,239,1381,236,2057,672,476,1550,493,84,289,8329,2094,2265,898,694,57,9,2124,236,1809,1974,775,1577,576,2475,432,309,368,118,221,32,553,2146,76,1357,1945,125,323,415,239,273,87,422,55,99,350,218,3933,71,1594,1402,476,536,812,1067,346,426,1876,39,1104,179
2020-03-30 17:00:00,89,1280,1060,584,310,197,402,220,594,103,423,70,8664,471,1872,1325,8213,164,103,70,114,206,448,134,273,1061,184,3788,93,650,195,246,306,1022,405,683,290,1069,91,251,243,9,115,234,254,293,1437,271,2087,711,477,1617,543,92,305,8676,2137,2362,991,733,57,10,2188,253,1859,2036,792,1639,594,2516,446,324,383,122,248,35,568,2208,105,1382,2068,131,338,454,249,286,89,446,58,121,363,226,4150,71,1682,1449,494,524,866,1107,376,449,1982,44,1168,181
2020-03-31 17:00:00,94,1317,1116,628,332,222,434,226,616,111,430,76,8803,490,1940,1371,8367,164,111,70,124,221,498,139,280,1101,186,3869,93,731,203,259,320,1087,457,730,321,1095,98,257,234,9,123,248,257,303,1470,280,2116,729,493,1688,561,104,311,8911,2222,2462,1053,797,57,10,2264,262,1933,2133,813,1664,622,2635,471,332,405,122,258,43,580,2307,132,1407,2186,136,341,486,249,301,93,470,58,126,376,230,4455,73,1746,1522,545,536,893,1170,393,473,2112,44,1242,181
2020-04-01 17:00:00,96,1378,1174,631,343,224,461,258,655,116,460,81,9039,503,2084,1418,8598,191,116,76,139,238,510,140,292,1157,188,3941,94,778,224,263,326,1158,490,756,329,1108,106,263,226,10,128,245,272,321,1516,295,2157,771,506,1736,611,114,319,9522,2297,2543,1161,854,59,15,2368,276,2005,2180,822,1722,631,2716,491,333,419,123,290,44,605,2553,193,1445,2260,140,360,497,251,312,98,484,58,148,385,236,4711,75,1870,1554,575,576,937,1231,410,488,2287,44,1327,193
2020-04-02 17:00:00,98,1428,1211,668,357,227,501,290,700,126,487,85,9171,523,2225,1479,8757,208,126,80,142,255,544,146,299,1205,194,3974,94,826,238,284,341,1419,502,789,334,1153,110,264,220,11,140,250,280,353,1552,301,2189,802,533,1782,644,118,323,10004,2416,2633,1279,902,60,18,2489,282,2049,2285,844,1756,646,2765,515,346,441,128,291,45,627,2665,188,1456,2393,152,385,528,245,334,101,517,62,163,412,246,4991,80,2003,1606,598,641,1002,1293,444,520,2405,48,1434,219
2020-04-03 17:00:00,100,1491,1263,719,358,232,523,340,741,129,499,85,9315,542,2339,1559,9014,218,134,83,149,264,559,150,310,1256,203,4097,106,850,257,298,368,1543,527,866,354,1180,111,264,223,15,166,323,304,359,1594,307,2214,843,561,1884,644,124,337,10391,2498,2774,1428,930,62,19,2553,290,2083,2331,884,1786,669,2811,519,361,452,137,323,46,656,2800,188,1511,2503,180,400,547,264,337,106,537,63,178,418,257,5295,81,2109,1657,629,681,1085,1321,505,565,2488,54,1514,226
2020-04-04 17:00:00,102,1591,1290,748,370,233,560,351,762,129,522,86,9588,559,2429,1592,9180,234,144,93,154,279,569,150,317,1319,204,4154,106,932,280,305,474,1626,546,924,364,1312,115,273,224,40,174,341,318,362,1628,316,2238,855,598,1981,659,125,344,10819,2551,2935,1498,967,62,20,2632,296,2201,2499,905,1820,700,2842,527,374,461,139,332,47,688,2908,188,1523,2620,184,426,585,261,339,107,563,63,180,437,263,5772,94,2220,1687,651,754,1148,1362,535,583,2547,57,1608,240
2020-04-05 17:00:00,107,1763,1356,782,378,235,596,355,790,138,538,108,9712,571,2521,1644,9340,246,146,102,166,300,594,157,325,1384,230,4233,109,1071,284,308,488,1715,564,977,369,1924,116,277,586,44,179,445,336,368,1678,322,2255,872,614,2044,667,136,353,11230,2609,3046,1532,986,65,24,2744,299,2275,2619,925,1853,727,2892,544,394,470,142,338,48,708,3066,189,1553,2714,186,437,601,734,340,109,591,71,182,472,275,5985,98,2285,1712,670,786,1191,1425,556,605,2688,60,1647,243
2020-04-06 17:00:00,109,1904,1401,805,387,235,609,373,807,177,558,108,9815,583,2617,1722,9477,257,146,104,166,308,614,158,327,1473,243,4260,111,1135,287,312,510,1769,605,1015,374,2002,119,284,592,44,183,450,349,378,1712,323,2278,888,639,2084,698,143,362,11538,2691,3157,1568,1008,65,27,2863,301,2317,2700,929,1919,728,2936,560,400,477,144,342,54,728,3167,266,1575,2769,203,462,610,695,350,111,614,74,190,483,284,6180,104,2348,1726,708,793,1293,1487,619,647,2755,60,1704,243
2020-04-07 17:00:00,110,1946,1429,835,396,235,629,375,834,177,577,111,9868,591,2656,1811,9594,262,148,105,166,331,630,162,343,1525,254,4323,112,1187,289,314,522,1805,635,1034,401,2157,119,290,667,43,189,463,356,384,1731,336,2321,920,664,2142,734,144,370,11787,2758,3206,1643,1073,65,28,2965,317,2365,2735,933,1956,756,2953,584,404,480,147,344,54,738,3215,268,1584,2830,218,468,620,509,360,113,620,74,192,511,288,6375,109,2476,1738,733,813,1326,1543,630,665,2856,60,1734,262
2020-04-08 17:00:00,113,2016,1455,850,398,236,643,378,861,212,602,133,9931,600,2758,1835,9909,284,151,107,166,349,646,169,361,1542,266,4422,113,1227,296,334,538,1871,652,1058,425,2785,121,290,799,43,197,605,364,389,1755,349,2347,954,714,2216,769,145,376,12039,2811,3264,1668,1146,67,29,3056,329,2395,2823,941,2001,771,2980,592,450,497,152,345,56,746,3352,269,1596,2910,232,489,654,654,361,122,636,74,201,530,303,6595,114,2602,1863,763,830,1348,1630,719,678,2920,61,1782,263
2020-04-09 17:00:00,115,2081,1481,868,399,236,655,379,870,212,620,145,10043,621,2856,1903,10122,299,161,112,176,352,662,173,369,1605,275,4489,113,1301,300,339,563,1961,701,1081,441,2849,120,292,831,43,199,619,377,395,1805,353,2376,979,732,2277,790,146,399,12479,2867,3355,1699,1218,67,31,3134,346,2421,2889,947,2044,805,3020,606,457,513,157,355,58,751,3505,269,1613,3026,249,499,689,656,360,124,654,78,206,558,305,6925,116,2708,1906,821,839,1491,1751,774,693,3049,61,1885,278
2020-04-10 17:00:00,119,2119,1501,879,403,237,703,397,886,243,649,149,10151,628,2954,1955,10369,316,179,116,185,359,672,176,392,1686,289,4562,113,1318,316,343,566,2069,721,1099,463,2918,121,310,899,43,213,629,384,403,1838,358,2419,988,776,2355,798,147,412,12748,2930,3424,1772,1258,67,31,3206,351,2473,2963,950,2093,838,3049,613,468,520,161,357,61,776,3630,270,1651,3114,271,513,706,686,363,135,661,80,208,571,306,7226,120,2816,1944,857,845,1589,1780,790,708,3257,65,1953,304
2020-04-11 17:00:00,123,2191,1547,902,417,249,745,399,913,260,653,152,10258,653,3075,1957,10599,334,185,122,187,368,678,181,441,1825,291,4658,113,1350,321,354,580,2154,724,1163,469,2932,121,323,881,43,218,629,387,418,1860,379,2472,1006,801,2411,814,151,422,13268,3011,3575,1809,1540,67,33,3250,363,2512,3049,952,2121,869,3063,636,490,529,161,370,64,789,3765,273,1677,3219,274,533,724,771,369,146,684,82,218,592,310,7605,125,2970,1973,872,865,1633,1883,859,789,3402,68,2009,313
2020-04-12 17:00:00,126,2248,1590,921,429,253,779,400,921,296,664,156,10309,662,3197,2098,10868,358,191,128,191,375,689,182,452,1924,291,4721,117,1462,325,361,616,2259,739,1211,473,3086,123,327,882,50,220,670,398,418,1881,398,2543,1020,818,2486,855,153,429,13680,3087,3639,1871,1605,67,34,3310,376,2531,3133,956,2140,889,3100,677,506,539,162,393,66,801,3849,276,1706,3315,280,536,737,797,371,148,720,84,221,599,316,7939,129,3053,1983,890,873,1663,1957,865,817,3495,68,2055,316
2020-04-13 17:00:00,128,2315,1605,927,453,254,793,401,962,301,686,156,10391,679,3292,2149,11058,379,197,131,191,381,704,183,465,2015,295,4945,117,1607,327,363,618,2269,737,1245,472,3086,127,368,882,50,220,670,404,424,1911,404,2559,1060,834,2571,867,155,436,14161,3132,3720,1932,1612,67,35,3354,385,2573,3193,956,2181,930,3138,694,509,547,164,394,67,827,3888,276,1727,3431,280,541,745,797,372,149,796,84,225,598,317,8129,131,3126,1983,916,884,1711,1983,876,830,3547,68,2080,318
2020-04-14 17:00:00,130,2367,1629,947,487,254,868,402,989,306,698,157,10426,702,3320,2184,11093,403,201,135,191,387,715,184,469,2106,317,5172,117,1747,335,363,635,2311,742,1301,473,3472,129,368,979,50,228,660,410,425,1970,410,2569,1061,837,2631,873,155,439,14350,3180,3821,2010,1638,67,35,3407,391,2582,3246,957,2195,947,3167,727,513,551,164,404,67,880,3947,276,1740,3560,287,557,749,697,373,156,849,86,226,601,317,8339,133,3141,2032,945,890,1813,2008,893,839,3572,68,2089,326
2020-04-15 17:00:00,131,2407,1647,958,522,259,897,407,1013,315,723,157,10472,717,3380,2224,11187,417,207,137,197,390,725,190,469,2154,318,5202,117,1791,340,367,649,2372,756,1324,479,3487,130,368,1036,50,229,696,419,426,1982,415,2587,1073,846,2655,881,155,449,14675,3217,3878,2026,1708,67,38,3450,393,2616,3316,958,2230,971,3223,733,516,557,165,411,68,889,3982,277,1749,3665,291,564,763,717,375,158,859,86,228,605,317,8656,134,3220,2033,961,891,1884,2013,904,847,3649,68,2136,326
2020-04-16 17:00:00,132,2580,1664,971,530,266,925,416,1029,330,755,157,10518,719,3490,2267,11355,428,208,138,197,393,735,194,499,2233,357,5273,117,1814,341,378,709,2443,780,1347,497,3522,132,368,1048,50,232,720,421,427,1986,465,2626,1134,871,2691,893,169,456,14952,3262,3932,2072,1825,67,39,3537,399,2698,3390,963,2249,1005,3249,750,536,573,167,440,69,904,4053,277,1774,3767,297,587,764,749,384,174,864,86,235,610,318,9116,135,3294,2135,1011,895,1953,2036,910,912,3730,70,2170,338
2020-04-17 17:00:00,132,2696,1686,993,541,268,957,423,1050,333,807,164,10590,728,3619,2296,11567,439,211,138,202,393,745,195,553,2285,367,5313,117,1897,358,379,744,2494,807,1380,502,3557,132,376,1083,50,233,725,430,434,2005,475,2678,1158,895,2748,912,170,467,15277,3301,3975,2109,1855,67,40,3591,404,2725,3448,967,2277,1042,3274,766,547,574,167,449,69,910,4090,278,1791,3888,301,599,774,812,392,177,866,86,235,615,322,9503,135,3376,2237,1067,897,2021,2096,917,935,3805,70,2200,346
